date,open,high,low,close,volume
2013-10-03,122.0,124.1,122.0,123.8,7.0146
2013-10-10,125.8,153.0,125.8,138.0,42.63475337
2013-10-17,137.6,203.4,137.5,203.4,171.61998489
2013-10-24,203.6,207.3,169.9,203.7,242.17675523
2013-10-31,199.0,269.4,199.0,263.7,198.73889693
2013-11-07,262.8,4000.0,262.8,398.0,194.70586461
2013-11-14,405.5,800.0,387.9,591.8,308.35682594
2013-11-21,600.0,1081.0,583.1,994.9,217.66098978
2013-11-28,994.9,1198.8,770.0,1079.9,243.63771381
2013-12-05,1088.6,1110.0,600.9,883.7,471.82624424
2013-12-12,883.7,919.0,380.0,528.0,420.31454306
2013-12-19,533.3,718.2,517.6,676.0,203.1824754
2013-12-26,684.5,771.0,676.0,753.9,143.36257321
2014-01-02,750.1,1019.0,750.0,824.9,327.37169942
2014-01-09,825.5,918.0,805.0,850.0,124.60013548
2014-01-16,853.0,865.0,788.0,830.8,98.72272157
2014-01-23,822.4,840.0,775.0,795.0,123.46694554
2014-01-30,802.4,835.0,787.0,802.5,88.89233494
2014-02-06,802.5,803.7,550.0,670.6,248.57865805
2014-02-13,671.0,710.0,586.4,630.1,191.00275531
2014-02-20,631.7,650.2,450.0,587.2,308.41662708
2014-02-27,599.0,720.0,550.0,680.9,186.08656079
2014-03-06,670.0,693.0,550.2,632.3,57.59468216
2014-03-13,644.4,657.9,550.0,620.0,56.32215316
2014-03-20,621.0,641.1,554.0,585.0,61.99958193
2014-03-27,585.1,599.2,436.0,443.6,168.58914334
2014-04-03,440.0,550.0,426.4,452.9,54.4240466
2014-04-10,450.0,583.7,353.7,523.5,178.33021953
2014-04-17,523.5,530.3,477.1,495.6,91.92080301
2014-04-24,495.0,503.4,429.0,448.3,59.74916619
2014-05-01,448.0,464.4,422.1,441.8,63.62486254
2014-05-08,446.2,459.2,432.2,445.5,39.45569191
2014-05-15,440.8,498.8,440.8,494.7,40.90839396
2014-05-22,494.7,594.6,494.7,575.8,109.48133069
2014-05-29,576.2,677.9,525.0,650.4,158.19209496
2014-06-05,650.4,669.7,617.9,617.9,57.449732
2014-06-12,630.3,637.0,534.2,605.8,169.27272238
2014-06-19,603.4,627.0,557.4,564.4,58.03887106
2014-06-26,568.4,658.8,568.4,646.5,86.2224556
2014-07-03,644.5,655.0,614.7,627.8,31.80690642
2014-07-10,632.1,653.4,612.8,625.2,12.81308624
2014-07-17,625.2,630.0,610.0,618.6,31.2553276
2014-07-24,612.5,623.4,566.7,566.7,50.05185
2014-07-31,573.1,602.3,567.6,579.0,53.60252092
2014-08-07,584.2,595.3,531.6,535.0,35.34645669
2014-08-14,535.0,553.8,455.0,530.0,189.28345634
2014-08-21,530.0,530.0,482.2,524.8,43.67796412
2014-08-28,495.0,524.8,490.0,524.7,6.71166936
2014-09-04,475.0,524.7,465.0,475.0,46.49532677
2014-09-11,475.0,527.9,445.0,445.0,12.35441078
2014-09-18,455.9,503.1,295.0,433.1,56.14501921
2014-09-25,413.0,449.9,370.0,390.0,24.68515664
2014-10-02,380.0,389.9,273.3,370.0,141.10201578
2014-10-09,335.4,418.9,335.1,400.3,114.7913963
2014-10-16,398.3,398.3,371.0,388.7,29.72957796
2014-10-23,374.0,384.7,335.0,335.0,42.99562142
2014-10-30,335.0,350.0,320.0,328.2,44.94203811
2014-11-06,349.1,430.3,330.1,423.4,259.26175273
2014-11-13,423.2,450.0,370.3,389.9,140.71086686
2014-11-20,389.9,390.0,342.6,372.8,118.13474536
2014-11-27,385.6,387.0,360.5,380.0,61.32849293
2014-12-04,380.0,394.5,342.4,345.5,54.32561426
2014-12-11,345.4,372.1,315.0,329.9,92.74003093
2014-12-18,332.1,368.1,310.0,320.3,76.4236508
2014-12-25,320.4,338.9,313.0,319.1,49.78536677
2015-01-01,314.0,324.9,252.3,299.9,165.43166964
2015-01-08,290.0,299.9,175.0,175.0,548.88296773
2015-01-15,175.0,236.4,175.0,224.4,261.72227109
2015-01-22,225.0,307.0,205.0,247.9,404.77005547
2015-01-29,245.0,246.9,210.0,228.8,148.74032393
2015-02-05,222.0,231.5,205.0,207.2,71.46979529
