date,open,high,low,close,volume
2026-05-28T04:00,4404.200195,4426.0,4395.600098,4417.200195,15592
2026-05-28T08:00,4417.5,4434.299805,4405.5,4418.200195,17418
2026-05-28T12:00,4417.899902,4515.899902,4409.799805,4512.5,57929
2026-05-28T16:00,4512.899902,4547.100098,4507.5,4528.700195,26476
2026-05-28T20:00,4528.700195,4531.700195,4519.5,4525.600098,3035
2026-05-29T00:00,4525.5,4551.200195,4522.5,4530.899902,11405
2026-05-29T04:00,4531.399902,4557.200195,4531.399902,4555.5,16746
2026-05-29T08:00,4555.0,4574.399902,4540.0,4569.100098,19191
2026-05-29T12:00,4569.200195,4627.100098,4543.399902,4602.100098,54002
2026-05-29T16:00,4602.100098,4604.5,4574.100098,4576.799805,19052
2026-05-29T20:00,4576.899902,4593.0,4567.299805,4593.0,1797
2026-05-31T20:00,4555.299805,4576.399902,4554.100098,4570.700195,3322
2026-06-01T00:00,4570.5,4577.299805,4540.299805,4546.0,10687
2026-06-01T04:00,4546.899902,4555.399902,4522.100098,4532.700195,12748
2026-06-01T08:00,4533.0,4542.799805,4518.600098,4536.0,15102
2026-06-01T12:00,4535.799805,4540.399902,4476.0,4504.100098,48604
2026-06-01T16:00,4504.700195,4525.600098,4493.100098,4511.100098,19687
2026-06-01T20:00,4511.200195,4518.600098,4508.200195,4514.299805,2962
2026-06-02T00:00,4514.399902,4530.0,4492.299805,4528.399902,13974
2026-06-02T04:00,4529.299805,4571.299805,4528.0,4565.200195,19493
2026-06-02T08:00,4565.200195,4569.299805,4550.899902,4557.299805,13796
2026-06-02T12:00,4557.5,4563.799805,4519.399902,4531.700195,30722
2026-06-02T16:00,4531.700195,4532.799805,4508.0,4517.700195,15808
2026-06-02T20:00,4517.799805,4522.700195,4490.5,4502.899902,6422
2026-06-03T00:00,4502.600098,4525.100098,4491.200195,4512.0,13222
2026-06-03T04:00,4512.399902,4516.100098,4481.100098,4481.600098,14562
2026-06-03T08:00,4481.799805,4496.5,4467.200195,4490.600098,18939
2026-06-03T12:00,4490.899902,4495.600098,4454.0,4469.799805,31275
2026-06-03T16:00,4470.0,4480.0,4461.100098,4472.0,14920
2026-06-03T20:00,4471.899902,4491.200195,4450.100098,4483.5,5034
2026-06-04T00:00,4484.0,4504.200195,4470.0,4490.600098,11770
2026-06-04T04:00,4490.600098,4511.200195,4486.200195,4488.5,11853
2026-06-04T08:00,4488.399902,4542.399902,4485.399902,4539.200195,18593
2026-06-04T12:00,4539.100098,4543.200195,4483.799805,4504.899902,41783
2026-06-04T16:00,4504.899902,4513.200195,4500.0,4508.899902,17144
2026-06-04T20:00,4508.5,4509.299805,4487.700195,4488.399902,3268
2026-06-05T00:00,4488.200195,4497.0,4461.200195,4468.399902,15292
2026-06-05T04:00,4468.700195,4494.200195,4454.799805,4487.700195,14182
2026-06-05T08:00,4487.299805,4502.200195,4484.799805,4497.0,12226
2026-06-05T12:00,4497.399902,4502.799805,4358.799805,4360.399902,85345
2026-06-05T16:00,4360.299805,4372.0,4338.299805,4343.5,37820
2026-06-05T20:00,4343.700195,4365.299805,4336.600098,4365.299805,4141
2026-06-07T20:00,4342.200195,4371.0,4337.299805,4367.899902,5697
2026-06-08T00:00,4367.0,4377.5,4323.600098,4339.799805,19737
2026-06-08T04:00,4342.0,4346.399902,4293.0,4319.899902,21790
2026-06-08T08:00,4319.299805,4358.5,4297.100098,4356.299805,28715
2026-06-08T12:00,4355.700195,4371.5,4339.0,4366.100098,41080
2026-06-08T16:00,4365.899902,4371.0,4346.600098,4350.299805,19152
2026-06-08T20:00,4350.5,4363.399902,4336.0,4340.899902,3290
2026-06-09T00:00,4340.899902,4366.5,4338.799805,4359.799805,11593
2026-06-09T04:00,4360.799805,4375.700195,4346.0,4350.200195,13082
2026-06-09T08:00,4350.100098,4368.299805,4344.5,4364.299805,13242
2026-06-09T12:00,4364.399902,4388.600098,4287.100098,4296.700195,53475
2026-06-09T16:00,4296.5,4305.299805,4259.899902,4282.700195,38233
2026-06-09T20:00,4282.799805,4286.100098,4233.0,4245.100098,6527
2026-06-10T00:00,4245.200195,4251.100098,4195.5,4208.200195,23047
2026-06-10T04:00,4208.899902,4245.5,4194.200195,4209.700195,18044
2026-06-10T08:00,4209.399902,4211.0,4168.200195,4170.200195,33716
2026-06-10T12:00,4169.899902,4209.5,4129.600098,4151.899902,75665
2026-06-10T16:00,4152.700195,4158.799805,4105.0,4106.200195,36042
2026-06-10T20:00,4106.0,4106.399902,4046.199951,4069.699951,10277
2026-06-11T00:00,4070.899902,4138.5,4058.0,4095.5,35745
2026-06-11T04:00,4094.399902,4131.5,4091.199951,4125.799805,19192
2026-06-11T08:00,4125.700195,4133.600098,4098.100098,4100.700195,17598
2026-06-11T12:00,4100.899902,4116.799805,4072.800049,4110.0,48891
2026-06-11T16:00,4110.200195,4241.299805,4092.899902,4229.899902,59917
2026-06-11T20:00,4230.200195,4267.799805,4226.200195,4240.600098,7423
2026-06-12T00:00,4240.100098,4251.700195,4192.899902,4220.899902,17233
2026-06-12T04:00,4219.0,4222.600098,4191.100098,4215.200195,13704
2026-06-12T08:00,4215.899902,4249.600098,4213.200195,4227.799805,22309
2026-06-12T12:00,4227.899902,4256.799805,4197.5,4232.399902,46989
2026-06-12T16:00,4232.299805,4256.200195,4223.200195,4231.899902,22683
2026-06-12T20:00,4231.600098,4240.600098,4230.700195,4238.799805,1729
2026-06-14T20:00,4325.600098,4327.0,4300.0,4314.299805,8295
2026-06-15T00:00,4314.299805,4356.799805,4306.399902,4345.700195,18448
2026-06-15T04:00,4346.399902,4353.899902,4321.600098,4344.299805,13538
2026-06-15T08:00,4344.100098,4368.899902,4342.700195,4356.600098,19940
2026-06-15T12:00,4356.600098,4391.5,4345.299805,4377.600098,41646
2026-06-15T16:00,4377.799805,4380.299805,4338.200195,4342.399902,19019
2026-06-15T20:00,4342.600098,4343.899902,4326.700195,4337.299805,4267
2026-06-16T00:00,4336.600098,4354.100098,4327.399902,4351.399902,10828
2026-06-16T04:00,4352.100098,4357.100098,4334.200195,4356.600098,9436
2026-06-16T08:00,4356.399902,4370.600098,4354.200195,4361.399902,15321
2026-06-16T12:00,4361.600098,4376.5,4333.700195,4355.700195,32298
2026-06-16T16:00,4355.600098,4368.100098,4346.399902,4355.600098,15230
2026-06-16T20:00,4355.299805,4358.0,4348.700195,4350.799805,1717
2026-06-17T00:00,4350.899902,4369.799805,4348.200195,4351.200195,7726
2026-06-17T04:00,4352.200195,4353.799805,4337.100098,4344.700195,9765
2026-06-17T08:00,4344.799805,4355.100098,4335.600098,4342.600098,9271
2026-06-17T12:00,4342.799805,4385.5,4338.700195,4383.600098,35178
2026-06-17T16:00,4383.299805,4403.600098,4237.399902,4254.299805,84923
2026-06-17T20:00,4254.200195,4303.0,4253.299805,4297.200195,9824
2026-06-18T00:00,4297.600098,4350.200195,4296.200195,4339.600098,18016
2026-06-18T04:00,4340.0,4345.200195,4307.100098,4308.399902,14309
2026-06-18T08:00,4308.600098,4312.600098,4257.899902,4260.600098,23136
2026-06-18T12:00,4260.5,4296.200195,4241.700195,4245.5,46578
2026-06-18T16:00,4245.799805,4252.5,4220.299805,4236.200195,25636
2026-06-18T20:00,4236.200195,4238.700195,4205.0,4206.799805,3348
2026-06-19T00:00,4206.899902,4216.899902,4162.700195,4167.5,11665
2026-06-21T20:00,4163.899902,4181.5,4151.399902,4157.0,6943
2026-06-22T00:00,4157.299805,4238.100098,4156.600098,4189.600098,19489
2026-06-22T04:00,4189.200195,4225.399902,4172.899902,4208.5,10338
2026-06-22T08:00,4208.299805,4233.700195,4172.899902,4225.299805,12822
2026-06-22T12:00,4225.899902,4229.899902,4172.899902,4201.0,37656
2026-06-22T16:00,4200.799805,4211.899902,4172.899902,4209.399902,12616
2026-06-22T20:00,4209.399902,4213.600098,4172.899902,4205.5,1829
2026-06-23T00:00,4205.0,4216.0,4148.399902,4162.200195,17290
2026-06-23T04:00,4161.799805,4164.799805,4114.0,4116.0,20070
2026-06-23T08:00,4116.299805,4151.100098,4108.200195,4141.100098,18540
2026-06-23T12:00,4141.0,4163.5,4122.799805,4156.700195,40393
2026-06-23T16:00,4156.799805,4161.799805,4129.100098,4129.600098,15157
2026-06-23T20:00,4129.899902,4132.399902,4097.899902,4116.600098,5477
2026-06-24T00:00,4117.0,4129.700195,4067.0,4079.899902,19707
2026-06-24T04:00,4080.100098,4114.700195,4071.600098,4091.5,14024
2026-06-24T08:00,4091.600098,4104.799805,4053.899902,4063.199951,17832
2026-06-24T12:00,4063.399902,4065.199951,3980.300049,4019.5,87394
2026-06-24T16:00,4019.399902,4039.699951,3975.699951,4004.899902,34253
2026-06-24T20:00,4005.5,4033.899902,4001.600098,4026.600098,6162
2026-06-25T00:00,4028.300049,4031.5,3976.300049,4012.399902,20036
2026-06-25T04:00,4011.100098,4015.699951,3986.600098,4003.5,16728
2026-06-25T08:00,4003.600098,4017.899902,3988.600098,3995.300049,16023
2026-06-25T12:00,3995.399902,4058.699951,3993.5,4057.5,58823
2026-06-25T16:00,4057.199951,4060.0,4036.800049,4041.600098,24346
2026-06-25T20:00,4042.100098,4051.600098,4027.5,4030.199951,2767
2026-06-26T00:00,4029.899902,4044.800049,3998.100098,4018.600098,15436
2026-06-26T04:00,4019.399902,4055.5,4013.800049,4046.399902,16140
2026-06-26T08:00,4046.100098,4071.5,4041.199951,4061.0,16408
2026-06-26T12:00,4061.100098,4111.5,4050.600098,4106.299805,43697
2026-06-26T16:00,4106.100098,4109.200195,4079.0,4086.199951,17037
2026-06-26T20:00,4086.399902,4104.399902,4079.0,4096.299805,2400
2026-06-28T20:00,4089.800049,4092.399902,4065.899902,4076.699951,4888
2026-06-29T00:00,4076.300049,4090.399902,4062.600098,4083.199951,11612
2026-06-29T04:00,4082.800049,4083.199951,4053.800049,4076.300049,13546
2026-06-29T08:00,4075.699951,4081.0,4038.100098,4053.300049,20295
2026-06-29T12:00,4053.5,4067.0,4012.0,4041.5,35187
2026-06-29T16:00,4041.5,4046.699951,4019.199951,4030.399902,15308
2026-06-29T20:00,4030.600098,4036.699951,4023.5,4029.399902,2535
2026-06-30T00:00,4028.600098,4028.899902,3955.399902,3983.800049,27348
2026-06-30T04:00,3982.5,4048.699951,3981.300049,4046.300049,19317
2026-06-30T08:00,4046.399902,4051.800049,4025.899902,4047.5,15397
2026-06-30T12:00,4048.0,4078.100098,4022.100098,4044.199951,40558
2026-06-30T16:00,4043.800049,4048.699951,4029.100098,4030.199951,14834
2026-06-30T20:00,4030.199951,4036.0,4018.0,4018.899902,4097
2026-07-01T00:00,4018.899902,4022.699951,3983.0,3992.899902,14464
2026-07-01T04:00,3993.399902,3995.399902,3973.0,3988.699951,18271
2026-07-01T08:00,3988.800049,4049.399902,3982.5,4044.0,18407
2026-07-01T12:00,4044.5,4131.0,4026.600098,4095.100098,64194
2026-07-01T16:00,4095.5,4102.899902,4048.399902,4052.300049,18301
2026-07-01T20:00,4052.199951,4057.199951,4042.100098,4047.399902,4825
2026-07-02T00:00,4047.100098,4086.300049,4042.800049,4082.300049,13396
2026-07-02T04:00,4082.100098,4092.5,4065.199951,4076.600098,12022
2026-07-02T08:00,4076.5,4092.600098,4069.699951,4077.5,14444
2026-07-02T12:00,4077.300049,4157.100098,4073.399902,4141.399902,58422
2026-07-02T16:00,4141.700195,4143.200195,4113.0,4134.0,18011
2026-07-02T20:00,4134.200195,4149.100098,4129.399902,4139.200195,4570
2026-07-03T00:00,4139.0,4208.299805,4135.899902,4188.5,17613
2026-07-05T20:00,4187.5,4214.100098,4184.399902,4195.200195,6643
2026-07-06T00:00,4195.799805,4215.5,4172.700195,4177.0,13878
2026-07-06T04:00,4177.0,4187.299805,4156.399902,4175.700195,10509
2026-07-06T08:00,4176.399902,4187.299805,4148.399902,4167.399902,12333
2026-07-06T12:00,4167.399902,4187.299805,4140.600098,4159.899902,29226
2026-07-06T16:00,4160.100098,4187.299805,4152.0,4175.5,14422
2026-07-06T20:00,4175.399902,4187.299805,4168.0,4168.700195,1381
2026-07-07T00:00,4168.5,4174.5,4135.200195,4141.799805,12004
2026-07-07T04:00,4142.399902,4152.399902,4127.700195,4135.799805,10479
2026-07-07T08:00,4135.399902,4170.0,4130.600098,4168.600098,15227
2026-07-07T12:00,4168.600098,4192.399902,4146.899902,4150.100098,40371
2026-07-07T16:00,4150.399902,4159.799805,4102.700195,4125.100098,25639
2026-07-07T20:00,4125.299805,4126.700195,4104.0,4108.799805,5125
2026-07-08T00:00,4108.5,4142.299805,4106.799805,4133.700195,14873
2026-07-08T04:00,4134.200195,4144.700195,4125.399902,4132.0,11079
2026-07-08T08:00,4132.0,4132.5,4050.0,4072.300049,42758
2026-07-08T12:00,4071.899902,4096.799805,4032.5,4044.100098,53416
2026-07-08T16:00,4044.5,4101.600098,4043.399902,4090.199951,32625
2026-07-08T20:00,4090.5,4093.5,4081.100098,4085.600098,3459
2026-07-09T00:00,4087.5,4099.100098,4063.399902,4072.100098,13261
2026-07-09T04:00,4073.600098,4121.0,4065.899902,4117.899902,18333
2026-07-09T08:00,4117.899902,4127.399902,4102.799805,4118.700195,15009
2026-07-09T12:00,4118.700195,4147.399902,4114.799805,4136.399902,40088
2026-07-09T16:00,4136.799805,4148.399902,4128.299805,4132.399902,22554
2026-07-09T20:00,4132.100098,4136.799805,4130.0,4132.600098,1561
2026-07-10T00:00,4132.5,4144.600098,4118.299805,4129.5,11572
2026-07-10T04:00,4128.799805,4130.5,4113.0,4117.899902,9734
2026-07-10T08:00,4117.600098,4121.799805,4103.0,4111.0,14449
2026-07-10T12:00,4111.399902,4127.0,4081.699951,4122.100098,35670
2026-07-10T16:00,4122.399902,4124.799805,4106.299805,4116.600098,17125
2026-07-10T20:00,4116.399902,4129.0,4113.700195,4113.700195,1563
2026-07-12T20:00,4097.899902,4102.200195,4075.800049,4092.899902,4830
2026-07-13T00:00,4093.100098,4099.700195,4060.699951,4067.399902,17637
2026-07-13T04:00,4068.100098,4080.899902,4052.0,4072.800049,15298
2026-07-13T08:00,4072.800049,4089.100098,4055.0,4064.0,17514
2026-07-13T12:00,4064.0,4075.5,4005.800049,4023.300049,52213
2026-07-13T16:00,4023.100098,4025.5,3992.899902,4009.300049,33594
2026-07-13T20:00,4009.399902,4015.5,3999.100098,4007.899902,3838
2026-07-14T00:00,4008.600098,4025.699951,3990.399902,4022.600098,16215
2026-07-14T04:00,4023.699951,4040.399902,4019.899902,4027.300049,12085
2026-07-14T08:00,4027.300049,4039.0,4020.100098,4038.100098,13522
2026-07-14T12:00,4038.5,4112.5,4029.800049,4073.100098,71392
2026-07-14T16:00,4073.199951,4073.800049,4049.199951,4062.100098,26929
2026-07-14T20:00,4062.100098,4063.100098,4052.699951,4058.800049,3367
2026-07-15T00:00,4059.0,4068.600098,4033.899902,4037.899902,12221
2026-07-15T04:00,4036.899902,4044.699951,4025.600098,4030.699951,13644
2026-07-15T08:00,4030.699951,4046.5,4023.300049,4044.5,13812
2026-07-15T12:00,4044.899902,4080.699951,4041.800049,4053.199951,36729
2026-07-15T16:00,4053.399902,4089.100098,4033.0,4064.0,30278
2026-07-15T20:00,4063.699951,4071.899902,4061.100098,4063.600098,3190
2026-07-16T00:00,4063.800049,4067.100098,4029.399902,4040.699951,11971
2026-07-16T04:00,4041.800049,4051.800049,4027.699951,4036.100098,10991
2026-07-16T08:00,4035.5,4048.399902,4026.199951,4044.100098,13793
2026-07-16T12:00,4044.399902,4048.699951,3977.100098,4011.800049,58081
2026-07-16T16:00,4011.399902,4012.300049,3973.399902,3984.600098,22637
2026-07-16T20:00,3984.800049,3989.899902,3976.199951,3989.199951,2906
2026-07-17T00:00,3989.5,4012.199951,3974.100098,3995.699951,13820
2026-07-17T04:00,3995.0,4010.699951,3978.399902,3997.0,13326
2026-07-17T08:00,3996.600098,4006.5,3991.300049,3997.899902,11126
2026-07-17T12:00,3998.199951,4026.100098,3963.0,4024.100098,48607
2026-07-17T16:00,4024.399902,4028.899902,4006.800049,4019.899902,19291
2026-07-17T20:00,4019.899902,4023.0,4013.199951,4018.800049,0
2026-07-19T20:00,4001.0,4004.399902,3993.0,3999.199951,2637
2026-07-20T00:00,3999.600098,4034.199951,3986.5,4027.800049,15713
2026-07-20T04:00,4028.699951,4031.300049,4006.5,4022.0,10506
2026-07-20T08:00,4022.199951,4046.0,4018.699951,4030.5,15269
2026-07-20T12:00,4030.0,4030.199951,4001.600098,4016.199951,36522
2026-07-20T16:00,4016.300049,4022.800049,4005.199951,4010.699951,16887
2026-07-20T20:00,4011.100098,4015.100098,4003.300049,4014.399902,3392
2026-07-21T00:00,4014.5,4057.199951,4008.300049,4050.899902,15891
2026-07-21T04:00,4051.699951,4088.399902,4048.399902,4075.699951,21455
2026-07-21T08:00,4075.600098,4076.899902,4058.899902,4060.600098,18417
2026-07-21T12:00,4060.5,4088.0,4048.399902,4078.600098,38657
2026-07-21T16:00,4078.5,4092.5,4071.0,4088.600098,15741
2026-07-21T20:00,4088.600098,4090.899902,4080.899902,4085.199951,2753
2026-07-22T00:00,4085.5,4146.0,4081.100098,4135.5,22086
2026-07-22T04:00,4135.100098,4140.0,4113.299805,4114.600098,17094
2026-07-22T08:00,4115.0,4127.899902,4114.799805,4127.399902,14639
2026-07-22T12:00,4127.5,4171.399902,4110.399902,4164.100098,48871
2026-07-22T16:00,4164.399902,4164.5,4133.899902,4136.399902,21198
2026-07-22T20:00,4136.399902,4142.799805,4074.600098,4135.799805,6181
2026-07-23T00:00,4136.799805,4144.0,4114.700195,4127.600098,13389
2026-07-23T04:00,4127.700195,4133.399902,4093.0,4098.299805,13507
2026-07-23T08:00,4098.5,4102.399902,4075.699951,4088.899902,19012
2026-07-23T12:00,4088.399902,4089.0,4042.5,4051.199951,66361
2026-07-23T16:00,4051.5,4057.5,4042.5,4052.100098,30270
2026-07-23T20:00,4051.899902,4053.800049,4048.800049,4049.399902,3208
2026-07-24T00:00,4049.800049,4054.100098,4025.300049,4031.100098,13644
2026-07-24T04:00,4031.300049,4056.300049,4024.0,4051.100098,13474
2026-07-24T08:00,4051.199951,4067.0,4047.5,4060.199951,14839
2026-07-24T12:00,4060.600098,4085.199951,4046.899902,4079.899902,44103
2026-07-24T16:00,4080.300049,4080.899902,4051.300049,4056.100098,22001
2026-07-24T20:00,4055.899902,4070.800049,4053.899902,4070.800049,1967
2026-07-26T20:00,4091.5,4099.0,4085.800049,4096.899902,3899
2026-07-27T00:00,4097.200195,4119.299805,4087.0,4092.5,15102
2026-07-27T04:00,4093.0,4108.299805,4086.5,4090.699951,10058
2026-07-27T08:00,4090.899902,4107.0,4088.399902,4095.899902,18298
2026-07-27T12:00,4096.100098,4099.799805,4067.100098,4080.600098,56144
2026-07-27T16:00,4080.800049,4095.699951,4072.199951,4085.5,24812
2026-07-27T20:00,4085.399902,4086.399902,4071.0,4074.399902,2733
2026-07-28T00:00,4074.399902,4075.5,4040.699951,4049.600098,13353
2026-07-28T04:00,4049.0,4052.899902,4034.600098,4047.300049,20275
2026-07-28T08:00,4047.300049,4055.600098,4016.5,4027.800049,30203
2026-07-28T12:00,4027.300049,4047.399902,4011.100098,4046.5,59429
2026-07-28T16:00,4046.699951,4046.800049,4021.399902,4025.899902,38149
2026-07-28T20:00,4025.800049,4034.0,4013.199951,4024.300049,2867
2026-07-29T00:00,4025.0,4036.800049,4009.300049,4021.5,3480
2026-07-29T04:00,4022.0,4106.700195,4019.300049,4102.600098,17037
2026-07-29T08:00,4103.0,4103.5,4084.0,4091.5,17271
2026-07-29T12:00,4091.699951,4092.5,4053.899902,4068.5,57366
2026-07-29T16:00,4068.5,4176.799805,4066.300049,4104.700195,75346
2026-07-29T20:00,4104.200195,4158.0,4101.700195,4142.0,8300
2026-07-30T00:00,4142.5,4151.5,4107.600098,4114.100098,15872
2026-07-30T04:00,4115.899902,4117.100098,4085.0,4096.100098,18776
2026-07-30T08:00,4096.100098,4142.200195,4093.899902,4136.0,22420
2026-07-30T12:00,4136.0,4180.200195,4123.200195,4167.0,57675
2026-07-30T16:00,4166.799805,4178.299805,4157.100098,4171.200195,19785
2026-07-30T20:00,4171.299805,4176.700195,4158.0,4164.399902,4650
2026-07-31T00:00,4164.799805,4165.399902,4129.700195,4133.100098,10408
2026-07-31T04:00,4132.600098,4145.299805,4124.700195,4125.100098,10710
2026-07-31T08:00,4125.399902,4125.399902,4106.5,4110.0,14909
2026-07-31T12:00,4110.299805,4115.700195,4076.399902,4101.799805,47274
2026-07-31T16:00,4101.799805,4111.899902,4097.200195,4107.700195,17656
2026-07-31T20:00,4107.600098,4109.200195,4097.399902,4107.0,2513
2026-08-02T20:00,4131.100098,4135.799805,4119.0,4130.399902,4169
2026-08-03T00:00,4130.5,4134.700195,4102.700195,4120.0,11890
2026-08-03T04:00,4120.399902,4127.299805,4107.299805,4117.100098,11382
2026-08-03T08:00,4117.0,4119.399902,4101.700195,4118.899902,11670
2026-08-03T12:00,4119.0,4121.100098,4074.0,4091.600098,33792
2026-08-03T16:00,4091.600098,4112.0,4085.399902,4108.200195,14431
2026-08-03T20:00,4108.299805,4115.0,4104.600098,4109.299805,3619
2026-08-04T00:00,4109.200195,4125.100098,4098.200195,4108.200195,10832
2026-08-04T04:00,4107.399902,4123.700195,4106.399902,4121.799805,11501
2026-08-04T08:00,4121.899902,4141.799805,4101.399902,4132.100098,19760
2026-08-04T12:00,4132.299805,4151.5,4117.200195,4144.200195,44791
2026-08-04T16:00,4144.399902,4163.799805,4132.100098,4135.299805,22320
2026-08-04T20:00,4135.600098,4142.100098,4121.600098,4128.700195,4247
2026-08-05T00:00,4128.600098,4193.799805,4126.299805,4186.600098,19228
2026-08-05T04:00,4186.100098,4238.5,4186.0,4229.899902,36240
2026-08-05T08:00,4229.899902,4252.200195,4209.100098,4248.5,30316
2026-08-05T12:00,4248.5,4325.5,4243.100098,4293.0,77865
2026-08-05T16:00,4293.600098,4328.200195,4285.0,4307.600098,31775
2026-08-05T20:00,4307.899902,4341.100098,4303.5,4337.299805,6938
2026-08-06T00:00,4337.200195,4363.700195,4319.600098,4324.899902,32976
2026-08-06T04:00,4324.5,4327.5,4306.200195,4321.700195,16086
2026-08-06T08:00,4322.0,4344.200195,4312.700195,4322.600098,18844
2026-08-06T12:00,4322.200195,4334.700195,4285.200195,4291.5,59778
2026-08-06T16:00,4291.799805,4309.799805,4281.200195,4307.799805,24762
2026-08-06T20:00,4307.700195,4311.799805,4293.600098,4311.0,3250
2026-08-07T00:00,4310.700195,4325.0,4288.0,4322.799805,14776
2026-08-07T04:00,4325.299805,4358.0,4320.200195,4348.899902,23243
2026-08-07T08:00,4349.200195,4387.100098,4347.899902,4380.799805,28868
2026-08-07T12:00,4380.600098,4432.299805,4361.0,4400.399902,81706
2026-08-07T16:00,4400.399902,4410.600098,4387.399902,4403.100098,27948
2026-08-07T20:00,4403.0,4404.600098,4395.299805,4399.700195,2589
